CUSTOMER_ID,GENDER,AGE,HOUSEHOLD_INCOME,YEARS_AS_CUSTOMER,CUSTOMER_SUBSCRIPTION_COUNT,CUSTOMER_REVENUE
9954,F,36,"$22,000 ",9,2,$120 
9992,M,25,"$108,000 ",3,7,$140 
9996,M,49,"$48,000 ",15,1,$15 
10070,F,63,"$55,000 ",22,3,$45 
10278,F,21,"$22,000 ",1,7,$105 
10312,F,48,"$22,000 ",15,1,$25 
10339,M,25,"$48,000 ",3,1,$25 
10447,M,27,"$12,000 ",4,1,$25 
10460,M,37,"$168,000 ",9,7,$560 
10500,M,42,"$48,000 ",12,3,$45 
10514,M,33,"$24,000 ",7,8,$160 
10524,M,33,"$72,000 ",7,6,$120 
10592,M,31,"$12,000 ",6,3,$45 
10611,M,31,"$12,000 ",6,3,$75 
10620,F,40,"$11,000 ",11,4,$60 
10668,F,41,"$33,000 ",11,2,$30 
10671,M,41,"$36,000 ",11,2,$30 
10682,F,36,"$55,000 ",9,4,$60 
10685,F,41,"$33,000 ",11,2,$30 
10710,F,39,"$33,000 ",10,1,$25 
10728,M,49,"$96,000 ",15,9,$180 
10732,M,46,"$36,000 ",14,2,$30 
10781,M,23,"$96,000 ",2,5,$75 
10798,F,21,"$44,000 ",1,6,$150 
10831,M,22,"$24,000 ",2,2,$50 
10855,M,46,"$132,000 ",14,6,$120 
10872,F,21,"$77,000 ",1,11,$165 
10888,F,21,"$11,000 ",1,6,$90 
10906,F,21,"$55,000 ",1,4,$60 
10914,F,21,"$44,000 ",1,4,$100 
10926,F,24,"$33,000 ",3,3,$75 
10950,F,21,"$33,000 ",1,7,$105 
10978,F,21,"$33,000 ",1,5,$125 
11027,F,20,"$44,000 ",1,12,$180 
11056,F,22,"$11,000 ",2,5,$75 
11081,M,31,"$48,000 ",6,2,$50 
11095,F,20,"$33,000 ",1,8,$120 
11110,F,81,"$22,000 ",31,3,$45 
11137,F,22,"$22,000 ",2,8,$120 
11142,M,21,"$24,000 ",1,5,$125 
11168,M,29,"$36,000 ",5,1,$15 
11172,M,21,"$24,000 ",1,4,$60 
11180,M,22,"$24,000 ",2,4,$100 
11219,F,23,"$44,000 ",2,4,$80 
11261,M,34,"$120,000 ",8,3,$45 
11279,F,20,"$22,000 ",1,6,$150 
11302,M,21,"$36,000 ",1,5,$125 
11303,F,20,"$11,000 ",1,6,$150 
11402,M,21,"$36,000 ",1,4,$100 
11448,M,49,"$24,000 ",15,2,$30 
11460,F,30,"$88,000 ",6,4,$80 
11492,M,33,"$36,000 ",7,1,$15 
11504,M,29,"$48,000 ",5,6,$90 
11544,F,37,"$44,000 ",9,6,$90 
11575,M,42,"$120,000 ",12,5,$100 
11588,M,40,"$96,000 ",11,4,$80 
11605,M,32,"$36,000 ",7,2,$30 
11628,M,31,"$60,000 ",6,6,$90 
11630,M,31,"$96,000 ",6,2,$30 
11650,M,36,"$120,000 ",9,11,$220 
11661,F,20,"$44,000 ",1,8,$120 
11686,F,30,"$11,000 ",6,1,$15 
11690,F,29,"$110,000 ",5,10,$200 
11707,F,33,"$77,000 ",7,4,$80 
11711,M,22,"$24,000 ",2,5,$75 
11719,M,53,"$72,000 ",17,3,$45 
11773,M,27,"$48,000 ",4,6,$90 
11843,U,23,"$55,000 ",2,5,$75 
11879,M,45,"$96,000 ",13,6,$120 
11888,M,38,"$84,000 ",10,11,$220 
11912,M,29,"$48,000 ",5,1,$15 
11983,F,26,"$44,000 ",4,5,$75 
12017,F,36,"$99,000 ",9,4,$60 
12051,M,45,"$48,000 ",13,1,$20 
12058,M,34,"$60,000 ",8,2,$30 
12084,M,29,$0 ,5,1,$25 
12138,F,39,"$22,000 ",10,2,$120 
12202,M,33,"$48,000 ",7,2,$30 
12356,M,26,"$72,000 ",4,13,$195 
12363,F,26,"$33,000 ",4,3,$45 
12375,F,22,"$11,000 ",2,4,$100 
12399,M,43,"$48,000 ",12,1,$15 
12501,M,53,"$36,000 ",17,1,$15 
12528,M,28,"$36,000 ",5,2,$50 
12590,M,43,"$60,000 ",12,3,$45 
12598,F,27,"$55,000 ",4,7,$140 
12606,M,34,"$84,000 ",8,7,$140 
12607,F,69,"$33,000 ",25,4,$60 
12640,F,40,"$66,000 ",11,1,$15 
12654,F,28,"$22,000 ",5,4,$60 
12655,F,29,"$55,000 ",5,1,$20 
12656,F,36,"$11,000 ",9,1,$15 
12691,F,29,"$11,000 ",5,1,$15 
12699,F,23,"$22,000 ",2,1,$15 
12733,M,51,"$36,000 ",16,3,$45 
12735,M,39,"$96,000 ",10,8,$160 
12737,M,35,"$108,000 ",8,1,$20 
12768,M,49,"$36,000 ",15,3,$45 
12797,M,31,"$36,000 ",6,3,$75 
12827,F,21,"$44,000 ",1,2,$30 
12835,U,35,"$33,000 ",8,4,$60 
12841,M,24,"$60,000 ",3,4,$60 
12868,F,41,"$11,000 ",11,1,$20 
12883,F,22,"$55,000 ",2,4,$100 
12901,M,23,"$36,000 ",2,3,$75 
12903,M,31,"$60,000 ",6,2,$40 
12911,M,54,"$96,000 ",18,4,$80 
12916,M,33,"$12,000 ",7,3,$75 
12928,M,55,"$36,000 ",18,2,$40 
12934,M,27,"$24,000 ",4,1,$15 
13004,M,34,"$24,000 ",8,2,$50 
13139,F,38,"$33,000 ",10,2,$30 
13173,M,22,"$12,000 ",2,1,$60 
13184,F,31,"$11,000 ",6,5,$75 
13253,F,32,"$143,000 ",7,7,$140 
13317,M,33,"$36,000 ",7,6,$90 
13343,F,26,"$33,000 ",4,1,$20 
13371,F,24,"$22,000 ",3,2,$30 
13379,F,22,"$33,000 ",2,2,$50 
13417,M,37,"$24,000 ",9,1,$15 
13426,F,23,"$33,000 ",2,1,$25 
13479,F,43,"$33,000 ",12,3,$75 
13536,F,50,"$99,000 ",16,7,$140 
13540,M,49,"$48,000 ",15,1,$15 
13541,M,22,"$156,000 ",2,7,$140 
13582,F,39,"$33,000 ",10,2,$30 
13595,F,54,"$44,000 ",18,3,$45 
13653,F,40,"$22,000 ",11,2,$50 
13722,M,50,"$84,000 ",16,4,$60 
13730,M,34,"$60,000 ",8,7,$105 
13733,M,54,"$96,000 ",18,1,$15 
13737,M,43,"$48,000 ",12,4,$60 
13754,F,62,"$22,000 ",22,1,$15 
13758,M,44,"$24,000 ",13,1,$25 
13766,M,43,"$24,000 ",12,6,$120 
13767,M,91,"$12,000 ",36,1,$15 
13793,U,25,"$77,000 ",3,1,$15 
13801,F,55,"$165,000 ",18,7,$140 
13842,F,81,"$44,000 ",31,1,$15 
13879,M,57,"$36,000 ",19,1,$15 
13909,F,52,"$77,000 ",17,5,$100 
13921,M,31,"$36,000 ",6,1,$15 
13949,F,45,"$44,000 ",13,2,$30 
13964,M,42,"$96,000 ",12,3,$45 
13987,U,43,"$99,000 ",12,9,$180 
13996,F,35,"$77,000 ",8,12,$240 
14031,M,21,"$24,000 ",1,3,$75 
14035,M,33,"$48,000 ",7,2,$40 
14039,M,43,"$36,000 ",12,1,$15 
14046,F,35,"$22,000 ",8,1,$15 
14048,M,28,"$12,000 ",5,1,$15 
14101,F,39,"$121,000 ",10,4,$80 
14126,F,41,"$44,000 ",11,4,$80 
14128,M,24,"$72,000 ",3,1,$15 
14190,M,23,"$60,000 ",2,3,$45 
14283,M,25,"$24,000 ",3,2,$50 
14289,M,31,"$24,000 ",6,1,$25 
14318,M,34,"$36,000 ",8,1,$15 
14322,F,20,"$44,000 ",1,6,$150 
14371,M,20,"$24,000 ",1,3,$75 
14382,M,41,"$48,000 ",11,6,$120 
14387,F,42,"$88,000 ",12,10,$200 
14393,M,79,"$24,000 ",30,1,$25 
14406,M,34,"$12,000 ",8,1,$25 
14431,M,60,"$48,000 ",21,2,$40 
14571,F,47,"$77,000 ",14,1,$20 
14648,M,47,"$108,000 ",14,13,$260 
14652,M,58,"$36,000 ",20,2,$30 
14656,M,37,"$60,000 ",9,3,$60 
14678,M,52,"$132,000 ",17,5,$100 
14688,M,38,"$24,000 ",10,1,$15 
14693,M,27,"$84,000 ",4,6,$90 
14719,F,26,"$33,000 ",4,3,$45 
14792,F,34,"$33,000 ",8,2,$30 
14817,M,42,"$24,000 ",12,2,$30 
14833,M,56,"$60,000 ",19,7,$140 
14843,M,29,"$48,000 ",5,2,$40 
14853,M,38,"$84,000 ",10,8,$160 
14854,F,26,"$44,000 ",4,6,$90 
14884,M,29,"$48,000 ",5,6,$90 
14885,F,25,"$22,000 ",3,1,$15 
14895,M,29,"$24,000 ",5,2,$50 
14946,U,34,"$11,000 ",8,2,$30 
15127,F,29,"$11,000 ",5,1,$25 
15140,F,30,"$66,000 ",6,4,$60 
15178,F,49,"$88,000 ",15,6,$120 
15213,M,45,"$60,000 ",13,2,$40 
15218,F,37,"$33,000 ",9,4,$80 
15282,U,46,"$44,000 ",14,4,$60 
15319,M,27,"$84,000 ",4,2,$40 
15325,M,34,"$24,000 ",8,1,$25 
15367,F,25,"$33,000 ",3,1,$15 
15375,F,41,"$33,000 ",11,2,$30 
15379,M,47,"$36,000 ",14,3,$45 
15491,M,44,"$24,000 ",13,1,$20 
15512,M,33,"$60,000 ",7,5,$100 
15529,M,36,"$144,000 ",9,10,$200 
15535,M,28,"$72,000 ",5,7,$140 
15588,M,31,"$36,000 ",6,3,$75 
15601,F,55,"$77,000 ",18,4,$60 
15608,F,21,"$22,000 ",1,5,$75 
15613,M,30,"$48,000 ",6,5,$100 
15637,M,36,"$12,000 ",9,1,$15 
15734,M,25,"$108,000 ",3,5,$75 
15884,F,56,"$11,000 ",19,2,$50 
15926,F,48,"$66,000 ",15,5,$75 
15988,F,51,"$99,000 ",16,8,$160 
15992,M,23,"$36,000 ",2,6,$90 
15996,F,25,"$55,000 ",3,1,$15 
16060,M,33,"$36,000 ",7,6,$120 
16081,M,45,"$84,000 ",13,4,$60 
16116,M,49,"$36,000 ",15,1,$15 
16118,M,26,"$72,000 ",4,2,$30 
16368,M,44,"$84,000 ",13,1,$20 
16396,M,37,"$84,000 ",9,6,$120 
16564,M,24,"$12,000 ",3,1,$60 
16580,M,67,"$36,000 ",24,1,$15 
16602,F,53,"$77,000 ",17,7,$105 
16622,F,59,"$55,000 ",20,7,$140 
16650,M,24,"$36,000 ",3,1,$15 
16651,F,25,"$44,000 ",3,4,$60 
16685,F,25,"$55,000 ",3,4,$60 
16720,M,28,"$60,000 ",5,3,$60 
16726,M,30,"$84,000 ",6,1,$20 
16727,M,42,"$72,000 ",12,5,$75 
16819,F,21,"$33,000 ",1,6,$150 
16850,M,52,"$132,000 ",17,1,$20 
16882,M,27,"$60,000 ",4,3,$60 
16887,F,29,"$22,000 ",5,1,$60 
16912,M,20,"$48,000 ",1,4,$100 
16946,F,28,"$22,000 ",5,1,$15 
16953,F,27,"$121,000 ",4,10,$200 
16957,M,34,"$36,000 ",8,3,$60 
17146,M,41,"$36,000 ",11,3,$45 
17154,F,31,"$22,000 ",6,1,$15 
17160,M,26,"$24,000 ",4,1,$25 
17191,F,56,"$44,000 ",19,1,$15 
17195,M,48,"$168,000 ",15,10,$200 
17223,F,37,"$99,000 ",9,3,$60 
17288,M,49,"$60,000 ",15,4,$80 
17295,M,45,"$24,000 ",13,1,$15 
17316,U,42,"$55,000 ",12,5,$75 
17363,F,24,"$22,000 ",3,4,$80 
17396,F,59,"$77,000 ",20,3,$60 
17413,F,42,"$77,000 ",12,4,$80 
17421,M,40,"$24,000 ",11,1,$25 
17486,M,24,"$24,000 ",3,1,$25 
17527,F,40,"$44,000 ",11,8,$160 
17593,F,26,"$33,000 ",4,1,$15 
17603,F,40,"$88,000 ",11,2,$40 
17609,F,22,"$99,000 ",2,4,$60 
17646,F,21,"$11,000 ",1,3,$75 
17647,M,30,"$60,000 ",6,7,$140 
17654,M,53,"$48,000 ",17,2,$30 
17673,F,71,"$44,000 ",26,2,$30 
17680,F,35,"$66,000 ",8,9,$180 
17705,F,20,"$99,000 ",1,13,$195 
17720,M,25,"$36,000 ",3,8,$160 
17779,F,46,"$66,000 ",14,3,$45 
17789,F,26,"$22,000 ",4,5,$75 
17821,M,36,"$48,000 ",9,1,$15 
17891,F,52,"$11,000 ",17,1,$60 
17926,M,50,"$36,000 ",16,5,$125 
17957,F,52,"$11,000 ",17,1,$60 
18009,M,43,"$84,000 ",12,1,$15 
18039,F,33,"$55,000 ",7,2,$40 
18071,U,45,"$55,000 ",13,3,$45 
18105,F,26,"$44,000 ",4,6,$90 
18150,F,40,"$33,000 ",11,1,$15 
18303,M,27,"$60,000 ",4,3,$60 
18356,M,32,"$60,000 ",7,8,$160 
18498,F,45,"$99,000 ",13,1,$15 
18597,M,30,"$36,000 ",6,4,$60 
18639,F,35,"$33,000 ",8,3,$45 
18646,M,41,"$48,000 ",11,3,$45 
18655,M,54,"$60,000 ",18,3,$45 
18658,M,41,"$60,000 ",11,3,$60 
18677,M,43,"$84,000 ",12,6,$120 
18697,M,25,"$48,000 ",3,4,$60 
18703,F,24,"$55,000 ",3,6,$120 
18707,M,30,"$12,000 ",6,2,$30 
18719,M,41,"$120,000 ",11,3,$60 
18732,M,25,"$36,000 ",3,1,$15 
18856,F,29,"$99,000 ",5,13,$260 
18884,M,50,"$132,000 ",16,5,$100 
18908,M,48,"$84,000 ",15,2,$40 
18931,M,33,"$36,000 ",7,1,$25 
18945,F,32,"$121,000 ",7,2,$40 
18946,F,42,"$22,000 ",12,1,$15 
19023,M,47,"$12,000 ",14,1,$15 
19031,M,29,"$48,000 ",5,7,$105 
19162,F,28,"$66,000 ",5,13,$260 
19253,F,38,"$99,000 ",10,2,$40 
19256,M,49,"$72,000 ",15,5,$100 
19268,M,34,"$60,000 ",8,2,$30 
19321,M,50,"$48,000 ",16,1,$15 
19326,M,27,"$60,000 ",4,3,$45 
19338,M,24,"$36,000 ",3,4,$60 
19362,F,25,"$11,000 ",3,2,$30 
19406,M,29,"$48,000 ",5,2,$30 
19437,M,25,"$24,000 ",3,1,$15 
19505,F,57,"$11,000 ",19,1,$25 
19518,F,63,"$77,000 ",22,6,$120 
19634,M,37,"$24,000 ",9,2,$30 
19676,M,36,"$36,000 ",9,4,$80 
19822,M,31,"$96,000 ",6,8,$160 
19826,M,78,$0 ,30,1,$25 
19926,F,43,"$132,000 ",12,10,$200 
19943,M,27,"$36,000 ",4,5,$75 
19976,M,27,"$48,000 ",4,6,$90 
20041,F,79,$0 ,30,1,$15 
20086,M,44,"$12,000 ",13,1,$15 
20097,M,27,"$60,000 ",4,4,$60 
20103,M,44,"$24,000 ",13,1,$20 
20171,F,24,"$22,000 ",3,1,$15 
20208,M,39,"$24,000 ",10,1,$15 
20220,M,32,"$72,000 ",7,4,$80 
20255,M,62,"$12,000 ",22,5,$75 
20266,M,59,"$24,000 ",20,4,$80 
20277,M,34,"$48,000 ",8,1,$15 
20303,F,23,"$44,000 ",2,5,$75 
20304,M,74,$0 ,28,1,$15 
20365,M,30,"$48,000 ",6,2,$30 
20467,F,21,"$11,000 ",1,4,$100 
20574,M,32,"$12,000 ",7,1,$15 
20602,M,32,"$24,000 ",7,2,$50 
